,nome,genero,dtAtualizacao,nEpisodiosTotal,nEpisodios,status,img,link
929,Seikimatsu Occult Gakuin,"Fantasia, Sobrenatural",28/11/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2377_thumb2.jpg,https://punchsubs.net/principal#listar/2377/episodios/stream/1
930,Seikoku no Dragonar,"Comédia, Ecchi, Fantasia, Vida Escolar",05/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/454_thumb2.jpg,https://punchsubs.net/principal#listar/454/episodios/stream/1
931,Seirei Tsukai no Blade Dance,"Ação, Comédia, Fantasia",14/07/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/502_thumb2.jpg,https://punchsubs.net/principal#listar/502/episodios/stream/1
932,Seiren,Escolar,22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2014_thumb2.jpg,https://punchsubs.net/principal#listar/2014/episodios/stream/1
933,Seisen Cerberus: Ryuukoku no Fatalites,"Aventura, Fantasia",04/04/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/794_thumb2.jpg,https://punchsubs.net/principal#listar/794/episodios/stream/1
934,Seitokai Yakuindomo,"Comédia, Escolar",28/11/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2396_thumb2.jpg,https://punchsubs.net/principal#listar/2396/episodios/stream/1
935,Seitokai Yakuindomo OVA,"Comédia, Escolar",28/11/2017,8,8,Completo,https://punchsubs.net/imagens/projetos/animes/2397_thumb2.jpg,https://punchsubs.net/principal#listar/2397/episodios/stream/1
936,Sekai Seifuku - Bouryaku no Zvezda,"Ação, Fantasia",09/01/2014,13,12,Completo,https://punchsubs.net/imagens/projetos/animes/421_thumb2.jpg,https://punchsubs.net/principal#listar/421/episodios/stream/1
937,Sekkou Boys,"Comédia, Musical",08/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/752_thumb2.jpg,https://punchsubs.net/principal#listar/752/episodios/stream/1
938,Selector Infected Wixoss,"Jogo, Psicológico",03/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/441_thumb2.jpg,https://punchsubs.net/principal#listar/441/episodios/stream/1
939,Selector Spread Wixoss,Gênero:,03/10/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/523_thumb2.jpg,https://punchsubs.net/principal#listar/523/episodios/stream/1
940,Sengoku Basara: Judge End,"Ação, Jogo de Ação, Histórico",10/07/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/497_thumb2.jpg,https://punchsubs.net/principal#listar/497/episodios/stream/1
941,Sengoku Musou,"Ação, Época, Aventura",11/01/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/590_thumb2.jpg,https://punchsubs.net/principal#listar/590/episodios/stream/1
942,Sengoku Night Blood,"Histórico, Romance, Fantasia",03/10/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2296_thumb2.jpg,https://punchsubs.net/principal#listar/2296/episodios/stream/1
943,Sengoku Otome: Momoiro Paradox,Gênero:,28/06/2011,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/111_thumb2.jpg,https://punchsubs.net/principal#listar/111/episodios/stream/1
944,Senki Zesshou Symphogear AXZ,"Ação, Ficção Científica, Musical",04/07/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2213_thumb2.jpg,https://punchsubs.net/principal#listar/2213/episodios/stream/1
945,Senki Zesshou Symphogear G,"Ação, Música, Sci-Fi",05/07/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/327_thumb2.jpg,https://punchsubs.net/principal#listar/327/episodios/stream/1
946,Senki Zesshou Symphogear GX,"Ação, Musical, Ficção",04/07/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/655_thumb2.jpg,https://punchsubs.net/principal#listar/655/episodios/stream/1
947,Senkou no Night Raid,"Aventura, Suspense, Espionagem",29/11/2017,17,13,Completo,https://punchsubs.net/imagens/projetos/animes/2444_thumb2.jpg,https://punchsubs.net/principal#listar/2444/episodios/stream/1
948,Senran Kagura,"Ecchi, Comédia, Ninja, Peitos",26/03/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/269_thumb2.jpg,https://punchsubs.net/principal#listar/269/episodios/stream/1
949,Servamp,"Ação, Comédia, Shoujo, Sobrenatural, Vampiros",05/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/844_thumb2.jpg,https://punchsubs.net/principal#listar/844/episodios/stream/1
950,Shakunetsu no Takkyuu Musume,Esportes,03/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1944_thumb2.jpg,https://punchsubs.net/principal#listar/1944/episodios/stream/1
951,Shaman King,"Aventura, Drama, Comédia, Ação, Shounen, Sobrenatural",15/12/2013,64,64,Completo,https://punchsubs.net/imagens/projetos/animes/401_thumb2.jpg,https://punchsubs.net/principal#listar/401/episodios/stream/1
952,Shi Xiong,"Comédia, Horror, Ação",28/07/2017,32,41,Lançando,https://punchsubs.net/imagens/projetos/animes/2252_thumb2.jpg,https://punchsubs.net/principal#listar/2252/episodios/stream/1
953,Shigatsu wa Kimi no Uso,"Drama, Música, Romance, Escola, Shounen",09/10/2014,22,22,Completo,https://punchsubs.net/imagens/projetos/animes/552_thumb2.jpg,https://punchsubs.net/principal#listar/552/episodios/stream/1
954,Shijou Saikyou no Deshi Kenichi OVA,"Mangá, Shounen, Artes marciais",23/12/2012,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/186_thumb2.jpg,https://punchsubs.net/principal#listar/186/ovas/stream/1
955,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comédia, Ecchi, Escolar",04/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/656_thumb2.jpg,https://punchsubs.net/principal#listar/656/episodios/stream/1
956,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai (Blu-Ray),"Comédia, Ecchi, Escolar",05/10/2015,2,12,Lançando,https://punchsubs.net/imagens/projetos/animes/708_thumb2.jpg,https://punchsubs.net/principal#listar/708/episodios/stream/1
957,Shin Sekai Yori,Novel,23/03/2013,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/236_thumb2.jpg,https://punchsubs.net/principal#listar/236/episodios/stream/1
958,Shingeki no Bahamut: Genesis,Gênero:,06/10/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/538_thumb2.jpg,https://punchsubs.net/principal#listar/538/episodios/stream/1
959,Shingeki no Bahamut: Genesis - Short Story,"Ação, Aventura, Demônios, Sobrenatural, Magia, Fantasia",07/09/2017,2,2,Completo,https://punchsubs.net/imagens/projetos/animes/2272_thumb2.jpg,https://punchsubs.net/principal#listar/2272/ovas/stream/1
960,Shingeki no Bahamut: Virgin Soul,"Ação, Aventura, Sobrenatural, Magia, Fantasia",07/04/2017,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/2093_thumb2.jpg,https://punchsubs.net/principal#listar/2093/episodios/stream/1
961,Shingeki no Kyojin,"Ação, Pós Apocalipse, Mangá",08/06/2013,26,26,Nota: ATTACK ON TITAN,https://punchsubs.net/imagens/projetos/animes/299_thumb2.jpg,https://punchsubs.net/principal#listar/299/episodios/stream/1
962,Shingeki no Kyojin (2015) - Live Action,"Ação, Pós-apocalíptico, Mangá",30/08/2015,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/680_thumb2.jpg,https://punchsubs.net/principal#listar/680/filmes/stream/1
963,Shingeki no Kyojin 2,"Ação, Pós Apocalipse, Mangá",01/04/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2069_thumb2.jpg,https://punchsubs.net/principal#listar/2069/episodios/stream/1
964,Shingeki no Kyojin OADs,"Ação, Pós Apocalipse, Mangá",10/12/2013,5,3,Completo,https://punchsubs.net/imagens/projetos/animes/399_thumb2.jpg,https://punchsubs.net/principal#listar/399/ovas/stream/1
965,Shingeki! Kyojin Chuugakkou,"Comédia, Escolar, Shounen, Paródia",04/10/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/700_thumb2.jpg,https://punchsubs.net/principal#listar/700/episodios/stream/1
966,Shinmai Maou no Testament (Blu-Ray),"Ecchi, Fantasia, Comédia, Romance, Ação, Shounen",13/04/2015,12,13,Completo,https://punchsubs.net/imagens/projetos/animes/636_thumb2.jpg,https://punchsubs.net/principal#listar/636/episodios/stream/1
967,Shinmai Maou no Testament Burst (Blu-Ray),"Ação, Fantasia, Ecchi, Harém, Romance",20/06/2016,10,10,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/825_thumb2.jpg,https://punchsubs.net/principal#listar/825/episodios/stream/1
968,Shinmai Maou no Testament Burst OVA,"Ação, Demônios, Drama, Ecchi, Fantasia, Harém, Romance",06/03/2018,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2518_thumb2.jpg,https://punchsubs.net/principal#listar/2518/ovas/stream/1
969,Shinrei Tantei Yakumo,"Fantasia Comteporanea, Detetive, Fantasia, Novel, Seinen",02/01/2011,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/69_thumb2.jpg,https://punchsubs.net/principal#listar/69/episodios/stream/1
970,Shirakansu! Sunshine!!,"Idols, Escolar, Live Action",14/04/2017,1,1,Nota: Live Action,https://punchsubs.net/imagens/projetos/animes/2185_thumb2.jpg,https://punchsubs.net/principal#listar/2185/episodios/stream/1
971,SHIROBAKO,Comédia,09/10/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/550_thumb2.jpg,https://punchsubs.net/principal#listar/550/episodios/stream/1
972,Shirogane no Ishi: Argevollen,Mecha,03/07/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/482_thumb2.jpg,https://punchsubs.net/principal#listar/482/episodios/stream/1
973,Shokugeki no Souma,"Ecchi, Escolar, Shounen",03/04/2015,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/613_thumb2.jpg,https://punchsubs.net/principal#listar/613/episodios/stream/1
974,Shokugeki no Souma: Ni no Sara,"Ecchi, Escolar, Seinen, Culinária",02/07/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/829_thumb2.jpg,https://punchsubs.net/principal#listar/829/episodios/stream/1
975,Shokugeki no Souma: Ni no Sara OVA,"Ecchi, Escolar, Shounen",23/11/2017,1,2,Completo,https://punchsubs.net/imagens/projetos/animes/2357_thumb2.jpg,https://punchsubs.net/principal#listar/2357/ovas/stream/1
976,Shokugeki no Souma: San no Sara,"Ecchi, Escolar, Shounen, Culinária",03/10/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2298_thumb2.jpg,https://punchsubs.net/principal#listar/2298/episodios/stream/1
977,Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,"Ecchi, Escolar, Shounen",08/04/2018,8,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2561_thumb2.jpg,https://punchsubs.net/principal#listar/2561/episodios/stream/1
978,Shoujo Shuumatsu Jugyou,"Comédia, Escolar",08/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2508_thumb2.jpg,https://punchsubs.net/principal#listar/2508/episodios/stream/1
979,Shoujo Shuumatsu Ryokou,"Aventura, Slice of Life",06/10/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2311_thumb2.jpg,https://punchsubs.net/principal#listar/2311/episodios/stream/1
980,Shoujo-tachi wa Kouya wo Mezasu,Escolar,07/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/743_thumb2.jpg,https://punchsubs.net/principal#listar/743/episodios/stream/1
981,Shoukoku no Altair,"Aventura, Hisórico, Drama, Fantasia, Shounen",07/07/2017,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/2226_thumb2.jpg,https://punchsubs.net/principal#listar/2226/episodios/stream/1
982,Shounen Maid,"Comédia, Shoujo, Vida Cotidiana",09/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/806_thumb2.jpg,https://punchsubs.net/principal#listar/806/episodios/stream/1
983,Shounen Onmyouji,Shounen,07/12/2011,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/38_thumb2.jpg,https://punchsubs.net/principal#listar/38/episodios/stream/1
984,Shouwa Genroku Rakugo Shinjuu,"Drama, Josei",08/01/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/753_thumb2.jpg,https://punchsubs.net/principal#listar/753/episodios/stream/1
985,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabihen,"Drama, Josei",22/12/2016,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/2015_thumb2.jpg,https://punchsubs.net/principal#listar/2015/episodios/stream/1
986,Show by Rock!! # (2ª Temporada),"Comédia, Música",03/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/901_thumb2.jpg,https://punchsubs.net/principal#listar/901/episodios/stream/1
987,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,"Ficção Científica, Drama, Romance, Fantasia",11/04/2017,12,12,Nota: Sukasuka,https://punchsubs.net/imagens/projetos/animes/2104_thumb2.jpg,https://punchsubs.net/principal#listar/2104/episodios/stream/1
988,Shuumatsu no Izetta,"Ação, Historico, Militar",01/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/888_thumb2.jpg,https://punchsubs.net/principal#listar/888/episodios/stream/1
989,Sidonia no Kishi,"Ação, Mangá, Mechas, Seinen",11/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/471_thumb2.jpg,https://punchsubs.net/principal#listar/471/episodios/stream/1
990,Sidonia no Kishi: Daikyuu Wakusei Seneki,Sidonia no Kishi: Daikyuu Wakusei Seneki,12/04/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/635_thumb2.jpg,https://punchsubs.net/principal#listar/635/episodios/stream/1
991,Sin Nanatsu no Taizai (Sem Censura),"Ecchi, Fantasia, Teta sem Censura",14/04/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2188_thumb2.jpg,https://punchsubs.net/principal#listar/2188/episodios/stream/1
992,Slam Dunk (Blu-Ray),"Épico, Basquete, Esportes, Shonen, Comédia",14/12/2013,48,48,Lançando,https://punchsubs.net/imagens/projetos/animes/400_thumb2.jpg,https://punchsubs.net/principal#listar/400/episodios/stream/1
993,Slow Start,"Comédia, Escolar, Slice of Life",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2466_thumb2.jpg,https://punchsubs.net/principal#listar/2466/episodios/stream/1
994,Sora no Method,Gênero:,04/10/2014,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/533_thumb2.jpg,https://punchsubs.net/principal#listar/533/episodios/stream/1
995,Sora yori mo Tooi Basho,Aventura,02/01/2018,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2460_thumb2.jpg,https://punchsubs.net/principal#listar/2460/episodios/stream/1
996,Sore ga Seiyuu!,"Comédia, Seiyuu",08/07/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/667_thumb2.jpg,https://punchsubs.net/principal#listar/667/episodios/stream/1
997,Soredemo Sekai wa Utsukushii,"Aventura, Fantasia, Romance, Shoujo",05/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/457_thumb2.jpg,https://punchsubs.net/principal#listar/457/episodios/stream/1
998,Soukyuu no Fafner: Dead Aggressor - Exodus,"Ação, Mecha, Tragédia, Militar",10/01/2015,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/585_thumb2.jpg,https://punchsubs.net/principal#listar/585/episodios/stream/1
999,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Drama, Mecha, Ficção Científica",02/10/2015,13,13,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/689_thumb2.jpg,https://punchsubs.net/principal#listar/689/episodios/stream/1
1000,Soul Buster,"Ação, Samurai",11/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1977_thumb2.jpg,https://punchsubs.net/principal#listar/1977/episodios/stream/1
1001,Soul Eater,Shounen,15/11/2012,51,51,Completo,https://punchsubs.net/imagens/projetos/animes/32_thumb2.jpg,https://punchsubs.net/principal#listar/32/episodios/stream/1
1002,Soul Eater Not!,"Ação, Comédia, Ecchi, Shounen, Sobrenatural",09/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/465_thumb2.jpg,https://punchsubs.net/principal#listar/465/episodios/stream/1
1003,Sousei no Aquarion Evol,"Mecha, Romance, Ficção",04/07/2015,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/650_thumb2.jpg,https://punchsubs.net/principal#listar/650/ovas/stream/1
1004,Sousei no Onmyouji,"Ação, Fantasia, Shounen, Sobrenatural",06/04/2016,50,50,Completo,https://punchsubs.net/imagens/projetos/animes/797_thumb2.jpg,https://punchsubs.net/principal#listar/797/episodios/stream/1
1005,Soushin Shoujo Matoi,"Magia, Sobrenatural",04/10/2016,13,12,Completo,https://punchsubs.net/imagens/projetos/animes/1949_thumb2.jpg,https://punchsubs.net/principal#listar/1949/episodios/stream/1
1006,Souten no Ken Re:Genesis,"Ação, Artes Marciais, Histórico",02/04/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2529_thumb2.jpg,https://punchsubs.net/principal#listar/2529/episodios/stream/1
1007,Space Dandy,"Comédia, Ficção Científica, Espaço",05/01/2014,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/407_thumb2.jpg,https://punchsubs.net/principal#listar/407/episodios/stream/1
1008,Space Dandy 2ª Temporada,"Comédia, Ficção Científica, Espaço",24/06/2014,13,13,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/477_thumb2.jpg,https://punchsubs.net/principal#listar/477/episodios/stream/1
1009,Spiritpact,"Ação, Comédia, Magia, Shounen Ai, Supernatural",07/01/2017,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/2048_thumb2.jpg,https://punchsubs.net/principal#listar/2048/episodios/stream/1
1010,Spiritpact 2,"Ação, Comédia, Magia, Shounen Ai, Sobrenatural",10/03/2018,11,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2521_thumb2.jpg,https://punchsubs.net/principal#listar/2521/episodios/stream/1
1011,Star Driver Kagayaki no Takuto,Gênero:,03/04/2011,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/68_thumb2.jpg,https://punchsubs.net/principal#listar/68/episodios/stream/1
1012,Star Fox Zero: The Battle Begins,"Ação, Ficção Científica, Espacial",27/04/2016,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/818_thumb2.jpg,https://punchsubs.net/principal#listar/818/ovas/stream/1
1013,Starmyu 2,"Música, Slice of Life, Musical",03/04/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2073_thumb2.jpg,https://punchsubs.net/principal#listar/2073/episodios/stream/1
1014,Steins;Gate,Gênero:,13/09/2011,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/114_thumb2.jpg,https://punchsubs.net/principal#listar/114/episodios/stream/1
1015,Steins;Gate 0,"Ficção Científica, Thriller",11/04/2018,8,23,Lançando,https://punchsubs.net/imagens/projetos/animes/2568_thumb2.jpg,https://punchsubs.net/principal#listar/2568/episodios/stream/1
1016,Steins;Gate: Fuka Ryouiki no Deja vu,"Romance, Ficção Cientifica, Viagem no Tempo",17/12/2013,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/403_thumb2.jpg,https://punchsubs.net/principal#listar/403/filmes/stream/1
1017,Stella Jogakuin Koutouka C3-bu,Slice of life,05/07/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/326_thumb2.jpg,https://punchsubs.net/principal#listar/326/episodios/stream/1
1018,Stella no Mahou,"Comédia, Escolar, Slice of Life",08/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1975_thumb2.jpg,https://punchsubs.net/principal#listar/1975/episodios/stream/1
1019,Stella no Mahou OVAs,"Comédia, Escolar, Slice of Life",29/06/2017,2,2,Completo,https://punchsubs.net/imagens/projetos/animes/2201_thumb2.jpg,https://punchsubs.net/principal#listar/2201/ovas/stream/1
1020,Street Fighter II V,"Artes Marciais, Ação, Aventura, Hadouken, HOHOHOHO!!",01/08/2014,29,29,Completo,https://punchsubs.net/imagens/projetos/animes/506_thumb2.jpg,https://punchsubs.net/principal#listar/506/episodios/stream/1
1021,Strike The Blood,"Ação, Ecchi, Fantasia, Escolar, Shounen, Vampiros, Sobrenatural",04/10/2013,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/368_thumb2.jpg,https://punchsubs.net/principal#listar/368/episodios/stream/1
1022,Strike the Blood II,"Ação, Supernatural, Ecchi, Vampiros, Fantasia, Escola, Shounen",03/01/2017,8,8,Nota: OVAs,https://punchsubs.net/imagens/projetos/animes/2042_thumb2.jpg,https://punchsubs.net/principal#listar/2042/ovas/stream/1
1023,Subete ga F ni Naru: The Perfect Insider,Mistério,08/10/2015,11,11,Completo,https://punchsubs.net/imagens/projetos/animes/716_thumb2.jpg,https://punchsubs.net/principal#listar/716/episodios/stream/1
1024,Suisei no Gargantia,"Ação, Pós Apocalipse, Sci-Fi, Mecha",09/06/2013,15,13,Completo,https://punchsubs.net/imagens/projetos/animes/301_thumb2.jpg,https://punchsubs.net/principal#listar/301/episodios/stream/1
1025,Suki ni Naru Sono Shunkan wo,"Comédia, Drama, Romance, Escolar",07/06/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2195_thumb2.jpg,https://punchsubs.net/principal#listar/2195/filmes/stream/1
1026,Summer Wars,"Comédia, Sci-Fi",08/08/2014,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/508_thumb2.jpg,https://punchsubs.net/principal#listar/508/filmes/stream/1
1027,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,"Ação, Mistério, Horror, Psicológico",30/09/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2284_thumb2.jpg,https://punchsubs.net/principal#listar/2284/ovas/stream/1
1028,Super Lovers 2ª Temporada,"Comédia, Drama, Romance, Shounen Ai",22/12/2016,10,10,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/2016_thumb2.jpg,https://punchsubs.net/principal#listar/2016/episodios/stream/1
